"Country or Area","Year(s)","Variant","Value"
"Cuba","2060","Instant replacement","10752.276"
"Cuba","2060","Zero migration","9541.911"
"Cuba","2060","Constant mortality","8584.349"
"Cuba","2060","No change","8278.003"
"Cuba","2060","Momentum","10401.308"
"Cuba","2060","Instant replacement zero migration","11076.896"
"Cuba","2060","Median PI","9245.788"
"Cuba","2060","Upper 80 PI","9867.075"
"Cuba","2060","Lower 80 PI","8563.727"
"Cuba","2060","Upper 95 PI","10144.746"
"Cuba","2060","Lower 95 PI","8240.854"
"Cuba","2059","Medium","9327.766"
"Cuba","2059","High","10390.173"
"Cuba","2059","Low","8307.113"
"Cuba","2059","Constant fertility","9031.097"
"Cuba","2059","Instant replacement","10779.147"
"Cuba","2059","Zero migration","9615.178"
"Cuba","2059","Constant mortality","8682.847"
"Cuba","2059","No change","8387.965"
"Cuba","2059","Momentum","10435.794"
"Cuba","2059","Instant replacement zero migration","11093.614"
"Cuba","2059","Median PI","9327.767"
"Cuba","2059","Upper 80 PI","9938.728"
"Cuba","2059","Lower 80 PI","8659.274"
"Cuba","2059","Upper 95 PI","10207.341"
"Cuba","2059","Lower 95 PI","8343.821"
"Cuba","2058","Medium","9409.71"
"Cuba","2058","High","10428.931"
"Cuba","2058","Low","8421.864"
"Cuba","2058","Constant fertility","9124.47"
"Cuba","2058","Instant replacement","10806.657"
"Cuba","2058","Zero migration","9688.454"
"Cuba","2058","Constant mortality","8782.299"
"Cuba","2058","No change","8498.716"
"Cuba","2058","Momentum","10471.931"
"Cuba","2058","Instant replacement zero migration","11111.082"
"Cuba","2058","Median PI","9409.71"
"Cuba","2058","Upper 80 PI","10007.379"
"Cuba","2058","Lower 80 PI","8755.381"
"Cuba","2058","Upper 95 PI","10259.499"
"Cuba","2058","Lower 95 PI","8443.792"
"Cuba","2057","Medium","9491.219"
"Cuba","2057","High","10468.063"
"Cuba","2057","Low","8535.595"
"Cuba","2057","Constant fertility","9217.32"
