"Country or Area","Year(s)","Variant","Value"
"Jamaica","2066","Low","1656.274"
"Jamaica","2066","Constant fertility","1970.296"
"Jamaica","2066","Instant replacement","2737.995"
"Jamaica","2066","Zero migration","2624.809"
"Jamaica","2066","Constant mortality","1785.19"
"Jamaica","2066","No change","1724.402"
"Jamaica","2066","Momentum","3125.784"
"Jamaica","2066","Instant replacement zero migration","3411.233"
"Jamaica","2066","Median PI","2032.011"
"Jamaica","2066","Upper 80 PI","2300.604"
"Jamaica","2066","Lower 80 PI","1753.514"
"Jamaica","2066","Upper 95 PI","2418.301"
"Jamaica","2066","Lower 95 PI","1614.11"
"Jamaica","2065","Medium","2064.515"
"Jamaica","2065","High","2488.16"
"Jamaica","2065","Low","1697.574"
"Jamaica","2065","Constant fertility","2005.17"
"Jamaica","2065","Instant replacement","2751.876"
"Jamaica","2065","Zero migration","2643.105"
"Jamaica","2065","Constant mortality","1823.438"
"Jamaica","2065","No change","1764.953"
"Jamaica","2065","Momentum","3130.307"
"Jamaica","2065","Instant replacement zero migration","3407.229"
"Jamaica","2065","Median PI","2064.515"
"Jamaica","2065","Upper 80 PI","2327.132"
"Jamaica","2065","Lower 80 PI","1792.406"
"Jamaica","2065","Upper 95 PI","2441.099"
"Jamaica","2065","Lower 95 PI","1655.766"
"Jamaica","2064","Medium","2096.582"
"Jamaica","2064","High","2507.097"
"Jamaica","2064","Low","1738.504"
"Jamaica","2064","Constant fertility","2039.568"
"Jamaica","2064","Instant replacement","2765.066"
"Jamaica","2064","Zero migration","2660.95"
"Jamaica","2064","Constant mortality","1861.458"
"Jamaica","2064","No change","1805.237"
"Jamaica","2064","Momentum","3134.276"
"Jamaica","2064","Instant replacement zero migration","3402.616"
"Jamaica","2064","Median PI","2096.582"
"Jamaica","2064","Upper 80 PI","2352.401"
"Jamaica","2064","Lower 80 PI","1830.672"
"Jamaica","2064","Upper 95 PI","2463.845"
"Jamaica","2064","Lower 95 PI","1698.707"
"Jamaica","2063","Medium","2128.221"
"Jamaica","2063","High","2525.639"
"Jamaica","2063","Low","1779.063"
"Jamaica","2063","Constant fertility","2073.506"
"Jamaica","2063","Instant replacement","2777.617"
"Jamaica","2063","Zero migration","2678.347"
"Jamaica","2063","Constant mortality","1899.19"
"Jamaica","2063","No change","1845.199"
"Jamaica","2063","Momentum","3137.699"
"Jamaica","2063","Instant replacement zero migration","3397.445"
"Jamaica","2063","Median PI","2128.221"
"Jamaica","2063","Upper 80 PI","2376.49"
"Jamaica","2063","Lower 80 PI","1868.868"
"Jamaica","2063","Upper 95 PI","2487.133"
"Jamaica","2063","Lower 95 PI","1739.592"
"Jamaica","2062","Medium","2159.392"
"Jamaica","2062","High","2543.77"
"Jamaica","2062","Low","1819.197"
"Jamaica","2062","Constant fertility","2106.95"
"Jamaica","2062","Instant replacement","2789.555"
"Jamaica","2062","Zero migration","2695.278"
"Jamaica","2062","Constant mortality","1936.585"
"Jamaica","2062","No change","1884.806"
"Jamaica","2062","Momentum","3140.599"
"Jamaica","2062","Instant replacement zero migration","3391.765"
"Jamaica","2062","Median PI","2159.392"
"Jamaica","2062","Upper 80 PI","2401.208"
"Jamaica","2062","Lower 80 PI","1906.731"
"Jamaica","2062","Upper 95 PI","2509.886"
"Jamaica","2062","Lower 95 PI","1778.944"
"Jamaica","2061","Medium","2190.089"
"Jamaica","2061","High","2561.521"
"Jamaica","2061","Low","1858.874"
"Jamaica","2061","Constant fertility","2139.878"
"Jamaica","2061","Instant replacement","2800.947"
"Jamaica","2061","Zero migration","2711.735"
"Jamaica","2061","Constant mortality","1973.609"
"Jamaica","2061","No change","1924.015"
"Jamaica","2061","Momentum","3143.032"
"Jamaica","2061","Instant replacement zero migration","3385.653"
"Jamaica","2061","Median PI","2190.089"
"Jamaica","2061","Upper 80 PI","2425.211"
"Jamaica","2061","Lower 80 PI","1944.073"
"Jamaica","2061","Upper 95 PI","2532.115"
"Jamaica","2061","Lower 95 PI","1817.041"
"Jamaica","2060","Medium","2220.364"
"Jamaica","2060","High","2579.012"
"Jamaica","2060","Low","1898.101"
"Jamaica","2060","Constant fertility","2172.296"
"Jamaica","2060","Instant replacement","2811.885"
"Jamaica","2060","Zero migration","2727.796"
"Jamaica","2060","Constant mortality","2010.286"
"Jamaica","2060","No change","1962.786"
"Jamaica","2060","Momentum","3145.073"
"Jamaica","2060","Instant replacement zero migration","3379.206"
"Jamaica","2060","Median PI","2220.364"
"Jamaica","2060","Upper 80 PI","2448.676"
"Jamaica","2060","Lower 80 PI","1981.039"
"Jamaica","2060","Upper 95 PI","2552.761"
"Jamaica","2060","Lower 95 PI","1855.441"
"Jamaica","2059","Medium","2250.169"
"Jamaica","2059","High","2596.22"
"Jamaica","2059","Low","1936.829"
"Jamaica","2059","Constant fertility","2204.184"
"Jamaica","2059","Instant replacement","2822.447"
"Jamaica","2059","Zero migration","2743.41"
"Jamaica","2059","Constant mortality","2046.55"
"Jamaica","2059","No change","2001.088"
"Jamaica","2059","Momentum","3146.792"
"Jamaica","2059","Instant replacement zero migration","3372.505"
